Scenario,CNN Model,Input Type,Target Type,Trial,Day,Hour,F1 Score,Jaccard Index,TP,FP,FN,TN
CGS,unet,full,binary,1,44,4pm,0.990125834941864,0.9804447889328004,538975,4088,6662,1394275
CGS,unet,full,binary,1,44,5pm,0.9915015697479248,0.9831463694572448,541169,4809,4468,1393554
CGS,unet,full,binary,1,44,6pm,0.9908323287963868,0.981831192970276,539638,3987,5999,1394376
CGS,unet,full,binary,1,44,7pm,0.9902463555336,0.9806811809539796,539611,4604,6026,1393759
CGS,unet,full,binary,1,44,8pm,0.992456078529358,0.9850251078605652,541093,3682,4544,1394681
CGS,unet,full,binary,1,45,8am,0.99147230386734,0.9830887913703918,554351,5279,4257,1380113
CGS,unet,full,binary,1,45,9am,0.9911366105079652,0.9824289679527284,553303,4591,5305,1380801
CGS,unet,full,binary,1,45,10am,0.9921149015426636,0.9843531847000122,554306,4509,4302,1380883
CGS,unet,full,binary,1,45,11am,0.9923032522201538,0.9847241044044496,554250,4240,4358,1381152
CGS,unet,full,binary,1,45,12pm,0.9925287365913392,0.9851682782173156,554034,3767,4574,1381625
CGS,unet,full,binary,1,45,1pm,0.9926465153694152,0.985400378704071,553999,3599,4609,1381793
CGS,unet,full,binary,1,45,2pm,0.9925660490989684,0.9852418303489684,554301,3996,4307,1381396
CGS,unet,full,binary,1,45,3pm,0.9925590753555298,0.9852280616760254,554243,3945,4365,1381447
CGS,unet,full,binary,1,45,4pm,0.992672085762024,0.9854507446289062,554252,3827,4356,1381565
CGS,unet,full,binary,1,45,5pm,0.9925330877304076,0.9851768612861632,554094,3823,4514,1381569
CGS,unet,full,binary,1,45,6pm,0.9924147725105286,0.9849437475204468,553891,3750,4717,1381642
CGS,unet,full,binary,1,45,7pm,0.9926660060882568,0.9854387640953064,554330,3913,4278,1381479
CGS,unet,full,binary,1,45,8pm,0.9931317567825316,0.9863572120666504,554966,4034,3642,1381358
CGS,unet,full,binary,1,46,8am,0.99202698469162,0.9841800332069396,564381,4754,4318,1370547
CGS,unet,full,binary,1,46,9am,0.9912531971931458,0.9826581478118896,563636,4884,5063,1370417
CGS,unet,full,binary,1,46,10am,0.9918336272239684,0.9837995767593384,563484,4064,5215,1371237
CGS,unet,full,binary,1,46,11am,0.9922271966934204,0.984574258327484,563080,3203,5619,1372098
CGS,unet,full,binary,1,46,12pm,0.9922268986701964,0.9845736622810364,563058,3181,5641,1372120
CGS,unet,full,binary,1,46,1pm,0.9925808906555176,0.9852710962295532,563647,3374,5052,1371927
CGS,unet,full,binary,1,46,2pm,0.992059886455536,0.9842449426651,563681,4005,5018,1371296
CGS,unet,full,binary,1,46,3pm,0.9913948774337769,0.9829365611076356,563202,4280,5497,1371021
CGS,unet,full,binary,1,46,4pm,0.9918470978736876,0.9838260412216188,564057,4631,4642,1370670
CGS,unet,full,binary,1,46,5pm,0.9914655089378356,0.9830754995346068,565001,6029,3698,1369272
CGS,unet,full,binary,1,46,6pm,0.9915820956230164,0.9833046793937684,564470,5355,4229,1369946
CGS,unet,full,binary,1,46,7pm,0.9909969568252563,0.9821546077728271,564678,6239,4021,1369062
CGS,unet,full,binary,1,46,8pm,0.9923257827758788,0.9847685098648072,565523,5571,3176,1369730
CGS,unet,full,binary,1,47,8am,0.9911416172981262,0.9824387431144714,576610,6169,4138,1357083
CGS,unet,full,binary,1,47,9am,0.991255223751068,0.9826620221138,575101,4500,5647,1358752
CGS,unet,full,binary,1,47,10am,0.9916502237319946,0.9834387302398682,574519,3446,6229,1359806
CGS,unet,full,binary,1,47,11am,0.9919729828834534,0.98407381772995,574767,3321,5981,1359931
CGS,unet,full,binary,1,47,12pm,0.9921086430549622,0.9843409061431884,574735,3130,6013,1360122
CGS,unet,full,binary,1,47,1pm,0.9920899868011476,0.984304130077362,574684,3100,6064,1360152
CGS,unet,full,binary,1,47,2pm,0.992358148097992,0.9848321676254272,575076,3185,5672,1360067
CGS,unet,full,binary,1,47,3pm,0.992440104484558,0.9849936962127686,575783,3807,4965,1359445
CGS,unet,full,binary,1,47,4pm,0.9926732182502748,0.9854530692100524,576087,3843,4661,1359409
CGS,unet,full,binary,1,47,5pm,0.9925239086151124,0.9851588010787964,576310,4244,4438,1359008
CGS,unet,full,binary,1,47,6pm,0.9921422004699708,0.9844069480895996,576008,4384,4740,1358868
CGS,unet,full,binary,1,47,7pm,0.9923736453056335,0.984862744808197,576711,4827,4037,1358425
CGS,unet,full,binary,1,47,8pm,0.9921764135360718,0.984474241733551,576770,5118,3978,1358134
CGS,unet,full,binary,1,48,8am,0.9915077090263368,0.9831584095954896,592408,6073,4075,1341444
CGS,unet,full,binary,1,48,9am,0.9913197159767152,0.982788860797882,590948,4814,5535,1342703
CGS,unet,full,binary,1,48,10am,0.9914329648017884,0.9830114841461182,590901,4630,5582,1342887
CGS,unet,full,binary,1,48,11am,0.992029070854187,0.984184205532074,591788,4815,4695,1342702
CGS,unet,full,binary,1,48,12pm,0.9917128682136536,0.9835619926452636,591824,5232,4659,1342285
CGS,unet,full,binary,1,48,1pm,0.99259352684021,0.9852960109710692,591419,3762,5064,1343755
CGS,unet,full,binary,1,48,2pm,0.9925271272659302,0.9851651191711426,591104,3522,5379,1343995
CGS,unet,full,binary,1,48,3pm,0.9925293922424316,0.9851695895195008,591218,3635,5265,1343882
CGS,unet,full,binary,1,48,4pm,0.9926670789718628,0.9854409694671632,591710,3969,4773,1343548
CGS,unet,full,binary,1,48,5pm,0.9924819469451904,0.9850761294364928,592080,4567,4403,1342950
CGS,unet,full,binary,1,48,6pm,0.992084801197052,0.9842939972877502,592167,5133,4316,1342384
CGS,unet,full,binary,1,48,7pm,0.9926461577415466,0.9853996634483336,592710,5009,3773,1342508
CGS,unet,full,binary,1,48,8pm,0.9922603368759156,0.984639585018158,592820,5585,3663,1341932
CGS,unet,full,binary,1,49,8am,0.990992546081543,0.98214590549469,604776,7015,3979,1328230
CGS,unet,full,binary,1,49,9am,0.9910277724266052,0.982215166091919,603748,5925,5007,1329320
CGS,unet,full,binary,1,49,10am,0.9915074110031128,0.9831578731536864,603071,4647,5684,1330598
CGS,unet,full,binary,1,49,11am,0.9911868572235109,0.9825277328491212,601924,3873,6831,1331372
CGS,unet,full,binary,1,49,12pm,0.9918330907821656,0.9837984442710876,602428,3594,6327,1331651
CGS,unet,full,binary,1,49,1pm,0.9921975135803224,0.9845158457756042,602822,3548,5933,1331697
CGS,unet,full,binary,1,49,2pm,0.9926386475563048,0.9853849411010742,603162,3353,5593,1331892
CGS,unet,full,binary,1,49,3pm,0.992445707321167,0.985004723072052,603143,3570,5612,1331675
CGS,unet,full,binary,1,49,4pm,0.9915770292282104,0.9832947254180908,603153,4645,5602,1330600
CGS,unet,full,binary,1,49,6pm,0.9915562868118286,0.9832540154457092,604361,5899,4394,1329346
CGS,unet,full,binary,1,49,7pm,0.990243434906006,0.980675458908081,603491,6628,5264,1328617
CGS,unet,full,binary,1,49,8pm,0.9925885796546936,0.9852862358093262,604949,5228,3806,1330017
CGS,unet,full,binary,1,50,8am,0.9904372096061708,0.9810556173324584,613406,6791,5054,1318749
CGS,unet,full,binary,1,50,9am,0.99000883102417,0.9802153706550598,611723,5610,6737,1319930
CGS,unet,full,binary,1,50,10am,0.9905893206596376,0.9813541173934937,611259,4413,7201,1321127
CGS,unet,full,binary,1,50,11am,0.9905719757080078,0.981320023536682,610489,3650,7971,1321890
CGS,unet,full,binary,1,50,12pm,0.9903684258461,0.9809205532073976,610112,3519,8348,1322021
CGS,unet,full,binary,1,50,1pm,0.991322696208954,0.9827947616577148,610746,2978,7714,1322562
CGS,unet,full,binary,1,50,2pm,0.9909037947654724,0.981971561908722,610694,3446,7766,1322094
CGS,unet,full,binary,1,50,3pm,0.9909828901290894,0.982127010822296,611047,3707,7413,1321833
CGS,unet,full,binary,1,50,4pm,0.9913073778152466,0.9827646613121032,611485,3749,6975,1321791
CGS,unet,full,binary,1,50,5pm,0.9923280477523804,0.9847729206085204,613288,4311,5172,1321229
CGS,unet,full,binary,1,50,6pm,0.9918441772460938,0.983820378780365,612439,4051,6021,1321489
CGS,unet,full,binary,1,50,7pm,0.9923059940338136,0.984729528427124,613324,4375,5136,1321165
CGS,unet,full,binary,1,50,8pm,0.9927027225494384,0.9855111241340636,614072,4640,4388,1320900
CGS,unet,full,binary,1,51,8am,0.9907019138336182,0.9815751314163208,621127,6709,4950,1311214
CGS,unet,full,binary,1,51,9am,0.9911150336265564,0.9823865294456482,619881,4918,6196,1313005
CGS,unet,full,binary,1,51,10am,0.9916065335273744,0.9833528399467468,619411,3820,6666,1314103
CGS,unet,full,binary,1,51,11am,0.9916324019432068,0.9834036231040956,618791,3157,7286,1314766
CGS,unet,full,binary,1,51,12pm,0.991046130657196,0.982251226902008,617726,2811,8351,1315112
CGS,unet,full,binary,1,51,1pm,0.9914879202842712,0.983119547367096,618394,2935,7683,1314988
CGS,unet,full,binary,1,51,2pm,0.9912558794021606,0.9826633334159852,618222,3052,7855,1314871
CGS,unet,full,binary,1,51,3pm,0.991619348526001,0.983377993106842,618766,3148,7311,1314775
CGS,unet,full,binary,1,51,4pm,0.992154598236084,0.9844313263893129,619479,3199,6598,1314724
CGS,unet,full,binary,1,51,5pm,0.992293119430542,0.9847041368484496,620275,3833,5802,1314090
CGS,unet,full,binary,1,51,6pm,0.9928435683250428,0.9857888221740724,621182,4060,4895,1313863
CGS,unet,full,binary,1,51,7pm,0.9925995469093324,0.9853078126907348,621543,4734,4534,1313189
CGS,unet,full,binary,1,51,8pm,0.9926455616950988,0.9853984713554382,621817,4954,4260,1312969
CGS,unet,full,binary,1,52,8am,0.9909502267837524,0.9820626974105836,636193,6098,5522,1296187
CGS,unet,full,binary,1,52,9am,0.9909518361091614,0.982065975666046,634668,4543,7047,1297742
CGS,unet,full,binary,1,52,10am,0.990766704082489,0.9817023873329164,633790,3888,7925,1298397
CGS,unet,full,binary,1,52,11am,0.9911261200904846,0.9824084043502808,633732,3365,7983,1298920
CGS,unet,full,binary,1,52,12pm,0.9909299612045288,0.9820229411125184,633612,3496,8103,1298789
CGS,unet,full,binary,1,52,1pm,0.9914464950561525,0.9830380082130432,633742,2962,7973,1299323
CGS,unet,full,binary,1,52,2pm,0.9916412234306335,0.98342102766037,633983,2956,7732,1299329
CGS,unet,full,binary,1,52,3pm,0.9920607805252076,0.9842466711997986,634907,3354,6808,1298931
CGS,unet,full,binary,1,52,4pm,0.9923718571662904,0.9848592281341552,634986,3033,6729,1299252
CGS,unet,full,binary,1,52,5pm,0.9927392601966858,0.9855831265449524,636120,3710,5595,1298575
CGS,unet,full,binary,1,52,6pm,0.9929547905921936,0.9860081672668456,636699,4019,5016,1298266
CGS,unet,full,binary,1,52,7pm,0.9927866458892822,0.985676646232605,636411,3944,5304,1298341
CGS,unet,full,binary,1,53,10am,0.9923220872879028,0.984761118888855,649125,4033,6012,1284830
CGS,unet,full,binary,1,53,11am,0.9926528334617616,0.9854128360748292,649257,3731,5880,1285132
CGS,unet,full,binary,1,53,12pm,0.992852509021759,0.985806405544281,649051,3259,6086,1285604
CGS,unet,full,binary,1,53,1pm,0.992765724658966,0.9856353402137756,649649,3980,5488,1284883
CGS,unet,full,binary,1,53,2pm,0.9924148321151732,0.9849438667297364,648555,3332,6582,1285531
CGS,unet,full,binary,1,53,3pm,0.9923837184906006,0.9848825335502625,649012,3837,6125,1285026
CGS,unet,full,binary,1,53,4pm,0.9930104613304138,0.986117959022522,649692,3701,5445,1285162
CGS,unet,full,binary,1,53,5pm,0.992457926273346,0.9850288033485411,650712,5465,4425,1283398
CGS,unet,full,binary,1,53,6pm,0.992534041404724,0.985178768634796,650882,5537,4255,1283326
CGS,unet,full,binary,1,53,7pm,0.9921541810035706,0.984430491924286,651124,6285,4013,1282578
CGS,unet,full,binary,1,53,8pm,0.992059290409088,0.984243631362915,650838,6120,4299,1282743
CGS,unet,full,binary,1,54,8am,0.9908065795898438,0.9817806482315063,654723,5866,6284,1277127
CGS,unet,full,binary,1,54,9am,0.9909501075744628,0.9820625185966492,653759,4693,7248,1278300
CGS,unet,full,binary,1,54,10am,0.9910197257995604,0.9821993112564088,653028,3856,7979,1279137
CGS,unet,full,binary,1,54,11am,0.9911302924156188,0.982416570186615,653140,3823,7867,1279170
CGS,unet,full,binary,1,54,12pm,0.9910722970962524,0.9823026061058044,653023,3781,7984,1279212
CGS,unet,full,binary,1,54,1pm,0.991252064704895,0.9826558232307434,652793,3308,8214,1279685
CGS,unet,full,binary,1,54,2pm,0.990872323513031,0.9819097518920898,652807,3827,8200,1279166
CGS,unet,full,binary,1,54,3pm,0.9919512867927552,0.984031081199646,654051,3658,6956,1279335
CGS,unet,full,binary,1,54,4pm,0.9915876388549804,0.983315646648407,654135,4227,6872,1278766
CGS,unet,full,binary,1,54,5pm,0.9918112754821776,0.9837555289268494,656162,5990,4845,1277003
CGS,unet,full,binary,1,54,6pm,0.9911065697669984,0.9823699593544006,655394,6149,5613,1276844
CGS,unet,full,binary,1,54,7pm,0.991590976715088,0.983322262763977,655990,6109,5017,1276884
CGS,unet,full,binary,1,54,8pm,0.9916494488716124,0.983437180519104,656642,6694,4365,1276299
CGS,unet,full,binary,1,55,8am,0.990556538105011,0.981289803981781,667857,6279,6455,1263409
CGS,unet,full,binary,1,55,9am,0.9908167719841005,0.9818006753921508,667110,5164,7202,1264524
CGS,unet,full,binary,1,55,10am,0.990977108478546,0.9821155071258544,666222,4042,8090,1265646
CGS,unet,full,binary,1,55,11am,0.9904546141624452,0.9810896515846252,665428,3942,8884,1265746
CGS,unet,full,binary,1,55,12pm,0.9902241230010986,0.980637550354004,665089,3909,9223,1265779
CGS,unet,full,binary,1,55,1pm,0.9903765320777892,0.9809365272521972,664970,3581,9342,1266107
CGS,unet,full,binary,1,55,2pm,0.9900822639465332,0.9803592562675476,665212,4227,9100,1265461
CGS,unet,full,binary,1,55,3pm,0.9904838800430298,0.9811471104621888,665673,4152,8639,1265536
CGS,unet,full,binary,1,55,4pm,0.9908974766731262,0.9819592237472534,666440,4372,7872,1265316
CGS,unet,full,binary,1,55,5pm,0.9917606115341188,0.9836559295654296,668106,4895,6206,1264793
CGS,unet,full,binary,1,55,6pm,0.9911454319953918,0.982446312904358,668427,6058,5885,1263630
CGS,unet,full,binary,1,55,7pm,0.9917475581169128,0.9836302399635316,668603,5418,5709,1264270
CGS,unet,full,binary,1,55,8pm,0.992136001586914,0.9843947887420654,669480,5781,4832,1263907
CGS,unet,full,binary,1,56,8am,0.9913213849067688,0.9827920794487,680898,5315,6607,1251180
CGS,unet,full,binary,1,56,9am,0.991337776184082,0.9828243255615234,680425,4811,7080,1251684
CGS,unet,full,binary,1,56,10am,0.9914504289627076,0.9830458164215088,679844,4064,7661,1252431
CGS,unet,full,binary,1,56,11am,0.9908518195152284,0.9818695187568665,678463,3486,9042,1253009
CGS,unet,full,binary,1,56,12pm,0.99124675989151,0.9826454520225524,678895,3380,8610,1253115
CGS,unet,full,binary,1,56,1pm,0.99169659614563,0.9835299253463744,679151,3019,8354,1253476
CGS,unet,full,binary,1,56,2pm,0.9916645288467408,0.983466863632202,679493,3411,8012,1253084
CGS,unet,full,binary,1,56,3pm,0.9917466044425964,0.9836283326148988,679277,3078,8228,1253417
CGS,unet,full,binary,1,56,4pm,0.99149090051651,0.983125388622284,679260,3414,8245,1253081
CGS,unet,full,binary,1,56,5pm,0.9922332763671876,0.9845862984657288,681125,4283,6380,1252212
CGS,unet,full,binary,1,56,6pm,0.992008090019226,0.9841428399086,681204,4675,6301,1251820
CGS,unet,full,binary,1,56,7pm,0.9925779104232788,0.9852652549743652,681773,4464,5732,1252031
CGS,unet,full,binary,1,56,8pm,0.993121862411499,0.9863377213478088,682956,4911,4549,1251584
CGS,unet,full,binary,1,57,9am,0.9909303784370422,0.9820237755775452,685648,5291,7260,1245801
CGS,unet,full,binary,1,57,10am,0.9908478856086732,0.9818617701530457,685693,5452,7215,1245640
CGS,unet,full,binary,1,57,11am,0.9903690814971924,0.9809218645095824,683782,4173,9126,1246919
CGS,unet,full,binary,1,57,12pm,0.9901012778282166,0.980396568775177,683006,3755,9902,1247337
CGS,unet,full,binary,1,57,1pm,0.9907586574554444,0.9816865921020508,683998,3850,8910,1247242
CGS,unet,full,binary,1,57,2pm,0.9904947280883788,0.9811685085296632,684106,4328,8802,1246764
CGS,unet,full,binary,1,57,3pm,0.9903491735458374,0.9808828234672546,684103,4528,8805,1246564
CGS,unet,full,binary,1,57,4pm,0.9905937910079956,0.9813629388809204,684166,4251,8742,1246841
CGS,unet,full,binary,1,57,5pm,0.9916191697120668,0.9833776950836182,686434,5129,6474,1245963
CGS,unet,full,binary,1,57,6pm,0.991163432598114,0.9824816584587096,686289,5618,6619,1245474
CGS,unet,full,binary,1,57,7pm,0.9920287728309632,0.9841836094856262,687156,5291,5752,1245801
CGS,unet,full,binary,1,57,8pm,0.9922310709953308,0.9845819473266602,687762,5624,5146,1245468
CGS,unet,full,binary,1,58,8am,0.9913673996925354,0.982882559299469,694265,5398,6693,1237644
CGS,unet,full,binary,1,58,9am,0.992171049118042,0.9844637513160706,694550,4553,6408,1238489
CGS,unet,full,binary,1,58,10am,0.991641640663147,0.983421802520752,693394,4125,7564,1238917
CGS,unet,full,binary,1,58,11am,0.9915375709533693,0.983217179775238,692413,3274,8545,1239768
CGS,unet,full,binary,1,58,12pm,0.9916791319847108,0.9834956526756288,692317,2977,8641,1240065
CGS,unet,full,binary,1,58,1pm,0.9914373159408568,0.9830200672149658,691880,2873,9078,1240169
CGS,unet,full,binary,1,58,2pm,0.9916707277297974,0.9834790229797364,692859,3540,8099,1239502
CGS,unet,full,binary,1,58,4pm,0.9918201565742492,0.9837729930877686,692710,3178,8248,1239864
CGS,unet,full,binary,1,58,5pm,0.9927969574928284,0.9856969714164734,695080,4208,5878,1238834
CGS,unet,full,binary,1,58,6pm,0.9930154085159302,0.9861276745796204,695506,4332,5452,1238710
CGS,unet,full,binary,1,58,7pm,0.9934037923812866,0.9868940711021424,695936,4220,5022,1238822
CGS,unet,full,binary,1,58,8pm,0.9936107993125916,0.9873027801513672,697095,5102,3863,1237940
CGS,unet,full,binary,1,59,9am,0.9929195046424866,0.985938549041748,705020,4757,5298,1228925
CGS,unet,full,binary,1,59,10am,0.9929555654525756,0.9860096573829652,704849,4532,5469,1229150
CGS,unet,full,binary,1,59,11am,0.9928414821624756,0.985784649848938,703799,3630,6519,1230052
CGS,unet,full,binary,1,59,12pm,0.9930921792984008,0.9862791299819946,703792,3265,6526,1230417
CGS,unet,full,binary,1,59,1pm,0.9933473467826844,0.9867826700210572,704176,3290,6142,1230392
CGS,unet,full,binary,1,59,2pm,0.9930075407028198,0.9861122369766236,703383,2971,6935,1230711
CGS,unet,full,binary,1,59,3pm,0.99346262216568,0.98701012134552,704514,3468,5804,1230214
CGS,unet,full,binary,1,59,4pm,0.9934484958648682,0.98698228597641,704354,3326,5964,1230356
CGS,unet,full,binary,1,59,6pm,0.9936529397964478,0.9873859286308287,704566,3249,5752,1230433
CGS,unet,full,binary,1,59,7pm,0.9937303066253662,0.9875386953353882,704995,3573,5323,1230109
CGS,unet,full,binary,1,59,8pm,0.9535238742828368,0.9111759066581726,656392,10061,53926,1223621
CGS,unet,full,binary,1,60,8am,0.9924181699752808,0.9849504828453064,713178,6069,4828,1219925
CGS,unet,full,binary,1,60,9am,0.9923412203788756,0.9847989082336426,712696,5691,5310,1220303
CGS,unet,full,binary,1,60,11am,0.9923195838928224,0.9847562313079834,711447,4454,6559,1221540
CGS,unet,full,binary,1,60,12pm,0.9925969839096068,0.985302746295929,711360,3965,6646,1222029
CGS,unet,full,binary,1,60,2pm,0.9925320148468018,0.9851747155189514,711307,4005,6699,1221989
CGS,unet,full,binary,1,60,3pm,0.9925795793533324,0.9852684736251832,711285,3914,6721,1222080
CGS,unet,full,binary,1,60,4pm,0.9927505254745485,0.9856054186820984,711547,3933,6459,1222061
CGS,unet,full,binary,1,60,6pm,0.9925846457481384,0.9852784276008606,711773,4402,6233,1221592
CGS,unet,full,binary,1,60,7pm,0.9928399920463562,0.9857817888259888,712597,4869,5409,1221125
CGS,unet,full,binary,1,60,8pm,0.9924485683441162,0.9850103259086608,712653,5492,5353,1220502
SMS,cgnet,rois,binary,2,1,8am,0.5818003416061401,0.4102386832237243,1186,63,1642,1941109
SMS,cgnet,rois,binary,2,1,9am,0.5062630772590637,0.338923841714859,970,34,1858,1941138
SMS,cgnet,rois,binary,2,1,10am,0.4371941387653351,0.2797494828701019,804,46,2024,1941126
SMS,cgnet,rois,binary,2,1,11am,0.4971279501914978,0.3307852745056152,952,50,1876,1941122
SMS,cgnet,rois,binary,2,1,12pm,0.5400202870368958,0.3698820173740387,1066,54,1762,1941118
SMS,cgnet,rois,binary,2,1,1pm,0.4756065011024475,0.3119972050189972,892,31,1936,1941141
SMS,cgnet,rois,binary,2,1,2pm,0.4389447867870331,0.2811846733093261,807,42,2021,1941130
SMS,cgnet,rois,binary,2,1,3pm,0.5152928829193115,0.3470670282840729,994,36,1834,1941136
SMS,cgnet,rois,binary,2,1,4pm,0.4155915379524231,0.2623007595539093,757,58,2071,1941114
SMS,cgnet,rois,binary,2,1,5pm,0.5071820020675659,0.3397480845451355,971,30,1857,1941142
SMS,cgnet,rois,binary,2,1,6pm,0.5627965331077576,0.3915913701057434,1127,50,1701,1941122
SMS,cgnet,rois,binary,2,1,7pm,0.628284752368927,0.4580285549163818,1315,43,1513,1941129
SMS,cgnet,rois,binary,2,1,8pm,0.5712155103683472,0.3997912406921386,1149,46,1679,1941126
SMS,cgnet,rois,binary,2,2,8am,0.9242822527885436,0.8592237234115601,19879,1080,2177,1920864
SMS,cgnet,rois,binary,2,2,9am,0.9284679293632508,0.8664863109588623,19859,863,2197,1921081
SMS,cgnet,rois,binary,2,2,10am,0.9239307641983032,0.8586164712905884,19561,726,2495,1921218
SMS,cgnet,rois,binary,2,2,11am,0.9182966351509094,0.8489357233047485,19343,729,2713,1921215
SMS,cgnet,rois,binary,2,2,12pm,0.922307312488556,0.8558166027069092,19451,672,2605,1921272
SMS,cgnet,rois,binary,2,2,1pm,0.9196778535842896,0.8512996435165405,19356,681,2700,1921263
SMS,cgnet,rois,binary,2,2,2pm,0.9237723350524902,0.8583428859710693,19414,562,2642,1921382
SMS,cgnet,rois,binary,2,2,3pm,0.9313210248947144,0.8714694380760193,20117,1028,1939,1920916
SMS,cgnet,rois,binary,2,2,4pm,0.930651068687439,0.8702968955039978,19962,881,2094,1921063
SMS,cgnet,rois,binary,2,2,5pm,0.9265061616897584,0.8630753755569458,19931,1037,2125,1920907
SMS,cgnet,rois,binary,2,2,6pm,0.9237682819366456,0.8583357930183411,20146,1415,1910,1920529
SMS,cgnet,rois,binary,2,2,7pm,0.8444597125053406,0.7307921648025513,20859,6487,1197,1915457
SMS,cgnet,rois,binary,2,2,8pm,0.9259063005447388,0.8620349764823914,20113,1276,1943,1920668
SMS,cgnet,rois,binary,2,3,8am,0.9331098198890686,0.8746072053909302,34233,1814,3094,1904859
SMS,cgnet,rois,binary,2,3,9am,0.9287115931510924,0.8669108748435974,33370,1166,3957,1905507
SMS,cgnet,rois,binary,2,3,10am,0.9492506384849548,0.9034035205841064,34931,1339,2396,1905334
SMS,cgnet,rois,binary,2,3,11am,0.9420897960662842,0.8905196785926819,34342,1237,2985,1905436
SMS,cgnet,rois,binary,2,3,12pm,0.9400126934051514,0.886815071105957,34067,1088,3260,1905585
SMS,cgnet,rois,binary,2,3,1pm,0.9364482760429382,0.8804914951324463,33751,1005,3576,1905668
SMS,cgnet,rois,binary,2,3,2pm,0.9333797693252563,0.8750815987586975,33506,962,3821,1905711
SMS,cgnet,rois,binary,2,3,3pm,0.9439181685447692,0.8937926292419434,35522,2416,1805,1904257
SMS,cgnet,rois,binary,2,3,4pm,0.9298028349876404,0.8688145279884338,33412,1130,3915,1905543
SMS,cgnet,rois,binary,2,3,5pm,0.9336048364639282,0.8754773736000061,35076,2738,2251,1903935
SMS,cgnet,rois,binary,2,3,6pm,0.9430915713310242,0.8923115730285645,35514,2473,1813,1904200
SMS,cgnet,rois,binary,2,3,7pm,0.9407424330711364,0.888114869594574,35315,2437,2012,1904236
SMS,cgnet,rois,binary,2,3,8pm,0.936759114265442,0.8810412883758545,35165,2586,2162,1904087
SMS,cgnet,rois,binary,2,4,8am,0.9364655017852784,0.8805220127105713,45545,1865,4315,1892275
SMS,cgnet,rois,binary,2,4,9am,0.9411560297012328,0.8888524174690247,46015,1909,3845,1892231
SMS,cgnet,rois,binary,2,4,10am,0.9488222002983092,0.90262770652771,46442,1592,3418,1892548
SMS,cgnet,rois,binary,2,4,11am,0.9495289325714112,0.9039077758789062,46563,1653,3297,1892487
SMS,cgnet,rois,binary,2,4,12pm,0.9510842561721802,0.9067308306694032,46557,1486,3303,1892654
SMS,cgnet,rois,binary,2,4,1pm,0.943425714969635,0.8929100036621094,45842,1480,4018,1892660
SMS,cgnet,rois,binary,2,4,2pm,0.946389615535736,0.8982349038124084,46004,1356,3856,1892784
SMS,cgnet,rois,binary,2,4,3pm,0.9493366479873656,0.9035593271255492,47192,2369,2668,1891771
SMS,cgnet,rois,binary,2,4,4pm,0.9375345706939696,0.8824141621589661,45777,2017,4083,1892123
SMS,cgnet,rois,binary,2,4,5pm,0.9440258741378784,0.8939858078956604,46675,2350,3185,1891790
SMS,cgnet,rois,binary,2,4,6pm,0.9513326287269592,0.9071824550628662,47491,2490,2369,1891650
SMS,cgnet,rois,binary,2,4,7pm,0.8658809661865234,0.7634832859039307,47975,12977,1885,1881163
SMS,cgnet,rois,binary,2,4,8pm,0.9386346340179444,0.8843652606010437,47050,3342,2810,1890798
SMS,cgnet,rois,binary,2,5,8am,0.9477389454841614,0.9006690979003906,55057,2269,3803,1882871
SMS,cgnet,rois,binary,2,5,9am,0.9491711854934692,0.9032596349716188,55172,2221,3688,1882919
SMS,cgnet,rois,binary,2,5,10am,0.9507899284362792,0.9061959981918336,55036,1873,3824,1883267
SMS,cgnet,rois,binary,2,5,11am,0.953372597694397,0.9108996391296388,55717,2307,3143,1882833
SMS,cgnet,rois,binary,2,5,12pm,0.9507055282592772,0.9060425758361816,55149,2008,3711,1883132
SMS,cgnet,rois,binary,2,5,1pm,0.9517173767089844,0.9078824520111084,55458,2225,3402,1882915
SMS,cgnet,rois,binary,2,5,2pm,0.9551448225975036,0.9141408205032348,55705,2077,3155,1883063
SMS,cgnet,rois,binary,2,5,3pm,0.9534851908683776,0.9111053347587584,56166,2786,2694,1882354
SMS,cgnet,rois,binary,2,5,4pm,0.9520582556724548,0.9085030555725098,55217,1918,3643,1883222
SMS,cgnet,rois,binary,2,5,5pm,0.9536536335945128,0.9114130139350892,56020,2605,2840,1882535
SMS,cgnet,rois,binary,2,5,6pm,0.9572333693504332,0.9179747104644777,56494,2682,2366,1882458
SMS,cgnet,rois,binary,2,5,7pm,0.9543558359146118,0.9126965999603271,56516,3062,2344,1882078
SMS,cgnet,rois,binary,2,5,8pm,0.9507044553756714,0.9060407280921936,55871,2805,2989,1882335
SMS,cgnet,rois,binary,2,6,8am,0.9444786310195924,0.894798219203949,68291,3328,4701,1867680
SMS,cgnet,rois,binary,2,6,9am,0.9492279291152954,0.9033623337745668,68296,2610,4696,1868398
SMS,cgnet,rois,binary,2,6,10am,0.9519747495651244,0.9083510041236876,68526,2448,4466,1868560
SMS,cgnet,rois,binary,2,6,11am,0.951034426689148,0.9066402912139891,68309,2351,4683,1868657
SMS,cgnet,rois,binary,2,6,12pm,0.9491854906082152,0.9032855033874512,68320,2643,4672,1868365
SMS,cgnet,rois,binary,2,6,1pm,0.9520668983459472,0.9085187911987304,68575,2488,4417,1868520
